"id","nome","escopo","entregaveis","atividades","faturavel","contrato_id"
195,"[Arquitetura de Software] Publicação de APIs, Webservices ou Aplicações (Item 74)","<p>Por publica&ccedil;&atilde;o.</p>","<p>1. API, Webservice ou Aplica&ccedil;&atilde;o Publicada com Sucesso no ambiente de destino (produ&ccedil;&atilde;o, homologa&ccedil;&atilde;o, testes ou sandbox), com todos os recursos acess&iacute;veis e operacionais conforme esperado.<br />2. Configura&ccedil;&otilde;es de Publica&ccedil;&atilde;o Realizadas, incluindo rotas, dom&iacute;nios, DNS, vari&aacute;veis de ambiente, seguran&ccedil;a (chaves, tokens, certificados), limites de consumo e logs de auditoria.<br />3. Evid&ecirc;ncias da Disponibiliza&ccedil;&atilde;o P&uacute;blica ou Interna, como print de console, logs de publica&ccedil;&atilde;o, resposta HTTP de teste e an&aacute;lise de logs do gateway/API manager.</p>","<p>1. Publica&ccedil;&atilde;o no Gateway ou Gerenciador de APIs/Webservices, como WSO2 ou solu&ccedil;&otilde;es institucionais customizadas.<br />2. Defini&ccedil;&atilde;o de Estrat&eacute;gias de Versionamento e Roteamento, evitando impactos em consumidores existentes (sem breaking changes, com fallback ou proxy reverso).<br />3. Aplica&ccedil;&atilde;o de Pol&iacute;ticas de Seguran&ccedil;a e Acesso, como autentica&ccedil;&atilde;o via OAuth, verifica&ccedil;&atilde;o de IP, certificados SSL, regras de CORS, limites de requisi&ccedil;&atilde;o (rate limiting) e registros de auditoria.</p>",True,2
168,"[Análise e Projeto] Levantamento, Análise e Detalhamento de Requisitos / Especificação de Funcionalidade de Sistema (Item 56d)	","<p>Por documenta&ccedil;&atilde;o de Requisitos / Especifica&ccedil;&atilde;o de Funcionalidade de Sistema restrita a 1 endpoint.</p>","<p>1. Documenta&ccedil;&atilde;o de Requisitos Funcionais referente ao endpoint; 2. Registro de valida&ccedil;&atilde;o da documenta&ccedil;&atilde;o com Product Owner ou usu&aacute;rio-chave.</p>","<p>1. Entrevistas com usu&aacute;rios-chave para coleta de necessidades;<br />2. Documenta&ccedil;&atilde;o estruturada dos requisitos, dos fluxos e regras de neg&oacute;cio;<br />3. Valida&ccedil;&atilde;o de requisitos com &aacute;reas de neg&oacute;cio e t&eacute;cnicos;<br />4. Versionamento e publica&ccedil;&atilde;o da documenta&ccedil;&atilde;o no reposit&oacute;rio documental.</p>
<p>Observa&ccedil;&atilde;o: Este item contempla o levantamento e especifica&ccedil;&atilde;o de funcionalidades de sistema que envolvam at&eacute; 4 endpoints relacionados. Casos mais amplos dever&atilde;o ser tratados como m&oacute;dulos adicionais, enquanto levantamentos pontuais de apenas 1 endpoint dever&atilde;o utilizar o item &ldquo;d&rdquo;.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es com usu&aacute;rios-chave para coleta de necessidades, valida&ccedil;&atilde;o dos requisitos ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
165,"[Análise e Projeto]  Planejamento de Sprint (para iniciativas ágeis) (Item 55)","<p>Por Sprint</p>","<p>1. Backlog da Sprint estruturado e priorizado, com &eacute;picos, hist&oacute;rias de usu&aacute;rio, crit&eacute;rios de aceite e estimativas de esfor&ccedil;o;<br />2. Registro da Reuni&atilde;o de Planejamento da Sprint (Sprint Planning) com decis&otilde;es, participantes e hist&oacute;rico de apontamentos;<br />3. Documento de estimativas de esfor&ccedil;o com base em planning poker, T-shirt sizing ou t&eacute;cnica equivalente adotada pela equipe;<br />4. Plano de comunica&ccedil;&atilde;o da sprint, com defini&ccedil;&atilde;o de respons&aacute;veis, cad&ecirc;ncia de cerim&ocirc;nias, ferramentas e canais acordados; (*)&nbsp;<br />5. Relat&oacute;rio da sprint anterior, contendo entregas planejadas vs. realizadas, impedimentos e indicadores.</p>
<p><br />(*) Entreg&aacute;veis opcionais, de acordo com a necessidade e mediante solicita&ccedil;&atilde;o da equipe tecnica da contratante.</p>","<p>1. Realizar a prioriza&ccedil;&atilde;o do backlog do produto, em conjunto com o Product Owner, considerando valor de neg&oacute;cio, depend&ecirc;ncias e riscos t&eacute;cnicos;<br />2. Conduzir a reuni&atilde;o de planejamento da sprint (Sprint Planning), organizando o time para defini&ccedil;&atilde;o do que ser&aacute; entregue e como;<br />3. Estimar, com apoio da equipe, o esfor&ccedil;o das hist&oacute;rias de usu&aacute;rio, com base em t&eacute;cnica de medi&ccedil;&atilde;o &aacute;gil validada (ex: story points, horas, etc.);<br />4. Estruturar o backlog da sprint com clareza, definind;o tarefas t&eacute;cnicas crit&eacute;rios de aceite e respons&aacute;veis pelas entregas<br />5. Estabelecer e registrar um plano de comunica&ccedil;&atilde;o da sprint, com canais e cad&ecirc;ncia de cerim&ocirc;nias, checkpoints e integra&ccedil;&atilde;o com stakeholders;<br />6. Garantir que todos os envolvidos compreendam claramente o escopo, os objetivos e a capacidade de entrega da sprint.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es de prioriza&ccedil;&atilde;o com o Product Owner, as reuni&otilde;es de estimativas das Hist&oacute;rias de Usu&aacute;rio realizadas com o time ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
58,"[Análise e Projeto] Modelagem de Processos (Item 9a)","<p>A cada conjunto de 20 (vinte) atividades</p>","<p>1. Diagramas BPMN com identifica&ccedil;&atilde;o clara de atores e eventos;<br />2. Documenta&ccedil;&atilde;o do processo mapeado, por meio da descri&ccedil;&atilde;o das atividades, dos fluxos condicionais, exce&ccedil;&otilde;es e indicadores de processo;<br />3. Registro de valida&ccedil;&atilde;o com as &aacute;reas de neg&oacute;cio.</p>","<p>1. Entrevistas e mapeamento de processos atuais com stakeholders;<br />2. Modelagem de processos utilizando ferramenta como Bizagi ou ferramenta similar;<br />3. Valida&ccedil;&atilde;o dos processos mapeados com os usu&aacute;rios e ajustes baseados em feedback;<br />4. Gera&ccedil;&atilde;o de documenta&ccedil;&atilde;o complementar e versionamento.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es para mapeamento e valida&ccedil;&otilde;es dos processos ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
59,"[Análise e Projeto] Revisão e Manter Modelagem de Processos (Item 9b)","<p>A cada conjunto de 20 (vinte) atividades existentes em BPMN</p>","<p>1. Revis&otilde;es e altera&ccedil;&otilde;es nos diagramas BPMN;<br />2. Altera&ccedil;&otilde;es na documenta&ccedil;&atilde;o do processo mapeado;<br />3. Registro de valida&ccedil;&atilde;o com as &aacute;reas de neg&oacute;cio.</p>","<p>1. Revis&otilde;es e altera&ccedil;&otilde;es na modelagem de processos utilizando ferramenta como Bizagi ou ferramenta similar;<br />2. Valida&ccedil;&atilde;o dos processos alterados com os usu&aacute;rios e ajustes baseados em feedback;<br />3. Atualiza&ccedil;&atilde;o da documenta&ccedil;&atilde;o complementar e versionamento.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es para mapeamento e valida&ccedil;&otilde;es das altera&ccedil;&otilde;es nos processos ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
70,"[Codificação] Manutenções em Sistemas Existentes (corretivas, evolutivas, adaptativas ou perfectivas) (Item 21b)","<p>Por evento de inclus&atilde;o, altera&ccedil;&atilde;o ou exclus&atilde;o de labels, tooltips ou outros elementos est&aacute;ticos em telas ou relat&oacute;rios existentes.</p>","<p>1. Manuten&ccedil;&atilde;o implementada;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Implementa&ccedil;&atilde;o da manuten&ccedil;&atilde;o em sistema existente;<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:&nbsp;<br />(i) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.<br />(ii) Opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio: ato ou conjunto de comandos executados por um usu&aacute;rio em uma funcionalidade de um sistema, com o objetivo de realizar uma tarefa ou atingir um resultado espec&iacute;fico, conforme os requisitos funcionais definidos. As opera&ccedil;&otilde;es podem envolver, entre outras, a&ccedil;&otilde;es como incluir, alterar, excluir, consultar, exportar, aprovar, processar ou imprimir dados, representando a intera&ccedil;&atilde;o direta do usu&aacute;rio com a aplica&ccedil;&atilde;o durante o uso do software. N&atilde;o s&atilde;o consideradas opera&ccedil;&otilde;es/a&ccedil;&otilde;es de usu&aacute;rio: m&eacute;todos, rotinas ou fun&ccedil;&otilde;es internas do software, processos autom&aacute;ticos ou agendados (jobs), eventos disparados por gatilhos (triggers) ou regras de neg&oacute;cio internas, execu&ccedil;&atilde;o de scripts, consultas ou c&aacute;lculos em segundo plano.</p>",True,2
52,"[Análise e Projeto] Definição de Arquitetura da Solução (Item 5)","<p>Por Projeto/M&oacute;dulo de Solu&ccedil;&atilde;o de TI.</p>","<p>1. Documento de arquitetura com diagramas C4 (Contexto, Container, Componente);<br />2. Especifica&ccedil;&atilde;o de requisitos n&atilde;o funcionais (seguran&ccedil;a, desempenho, escalabilidade, dentre outros);<br />3. Padr&otilde;es tecnol&oacute;gicos definidos (frameworks, linguagens, integra&ccedil;&otilde;es);<br />4. Decis&otilde;es arquiteturais e respectivas justificativas t&eacute;cnicas.</p>
<p>Deve ser utilizada apenas em cen&aacute;rios em que os padr&otilde;es corporativos de Arquitetura pr&eacute;-definidos forem insuficientes ou n&atilde;o aderentes e uma nova arquitetura for definida para a solu&ccedil;&atilde;o tecnol&oacute;gica.</p>","<p>1. Estudo/an&aacute;lise das documenta&ccedil;&otilde;es de requisitos existentes;<br />2. Entrevistas com usu&aacute;rios-chave para revis&atilde;o das necessidades;<br />3. Altera&ccedil;&atilde;o na documenta&ccedil;&atilde;o de requisitos, fluxos e regras de neg&oacute;cio;<br />4. Valida&ccedil;&atilde;o das altera&ccedil;&otilde;es de requisitos com &aacute;reas de neg&oacute;cio e t&eacute;cnicos;<br />5. Versionamento e publica&ccedil;&atilde;o da documenta&ccedil;&atilde;o no reposit&oacute;rio documental.</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es com usu&aacute;rios-chave para revis&atilde;o de necessidades, valida&ccedil;&atilde;o dos requisitos ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
61,"[Análise e Projeto] Modelagem Entidade Relacionamento da Solução de TI (Item 6)","<p>Por Entidade</p>","<p>1. Modelo Entidade-Relacionamento (MER) normalizado;<br />2. Diagrama de classes UML atualizado;<br />3. Scripts de cria&ccedil;&atilde;o de tabelas em SQL (DDL) (se solicitado);<br />4. Documenta&ccedil;&atilde;o de dicion&aacute;rio de dados (se solicitado).</p>","<p>1. Identifica&ccedil;&atilde;o das entidades e atributos a partir dos requisitos;<br />2. Normaliza&ccedil;&atilde;o e defini&ccedil;&atilde;o de chaves prim&aacute;rias e estrangeiras;<br />3. Desenho dos diagramas, contendo entidades, atributos, relacionamentos com cardinalidade e integridade referencial;<br />4. Valida&ccedil;&atilde;o com equipe de desenvolvimento e arquitetura de dados.&nbsp;</p>
<p>Aten&ccedil;&atilde;o.: As reuni&otilde;es para a valida&ccedil;&atilde;o da modelagem de dados ou quaisquer outras reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades descritas acima est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
172,"[Codificação] Implementação de novo Recurso do tipo Componente (backend ou frontend) (Item 59b)","<p>Por Componente: Componentes reutiliz&aacute;veis (componentes corporativos, componentes de tela).</p>","<p>1. Novo backend ou Frontend implementado;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Desenvolvimento de novo Componente a ser utilizada em uma ou mais aplica&ccedil;&otilde;es, contemplando l&oacute;gica de neg&oacute;cio e tratamento de exce&ccedil;&otilde;es.<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:&nbsp;<br />(i) N&atilde;o devem ser contabilizadas as diferentes camadas (tiers) de software como opera&ccedil;&otilde;es. Uma opera&ccedil;&atilde;o deve contemplar a implementa&ccedil;&atilde;o completa da opera&ccedil;&atilde;o/a&ccedil;&atilde;o de um software, independentemente de suas camadas de backend.&nbsp;<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.<br />(iii) Opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio: ato ou conjunto de comandos executados por um usu&aacute;rio em uma funcionalidade de um sistema, com o objetivo de realizar uma tarefa ou atingir um resultado espec&iacute;fico, conforme os requisitos funcionais definidos. As opera&ccedil;&otilde;es podem envolver, entre outras, a&ccedil;&otilde;es como incluir, alterar, excluir, consultar, exportar, aprovar, processar ou imprimir dados, representando a intera&ccedil;&atilde;o direta do usu&aacute;rio com a aplica&ccedil;&atilde;o durante o uso do software. N&atilde;o s&atilde;o consideradas opera&ccedil;&otilde;es/a&ccedil;&otilde;es de usu&aacute;rio: m&eacute;todos, rotinas ou fun&ccedil;&otilde;es internas do software, processos autom&aacute;ticos ou agendados (jobs), eventos disparados por gatilhos (triggers) ou regras de neg&oacute;cio internas, execu&ccedil;&atilde;o de scripts, consultas ou c&aacute;lculos em segundo plano.</p>",True,2
173,"[Codificação] Implementação de novo Backend (Item 60)","<p>Por opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio ou do sistema, independentemente de suas camadas/tiers.</p>","<p>1. Novo backend implementado;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Desenvolvimento de nova opera&ccedil;&atilde;o de backend a ser utilizada em uma ou mais aplica&ccedil;&otilde;es, contemplando l&oacute;gica de neg&oacute;cio e tratamento de exce&ccedil;&otilde;es.<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:&nbsp;<br />(i) N&atilde;o devem ser contabilizadas as diferentes camadas (tiers) de software como opera&ccedil;&otilde;es. Uma opera&ccedil;&atilde;o deve contemplar a implementa&ccedil;&atilde;o completa da opera&ccedil;&atilde;o/a&ccedil;&atilde;o de um software, independentemente de suas camadas de backend.&nbsp;<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.<br />(iii) Opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio: ato ou conjunto de comandos executados por um usu&aacute;rio em uma funcionalidade de um sistema, com o objetivo de realizar uma tarefa ou atingir um resultado espec&iacute;fico, conforme os requisitos funcionais definidos. As opera&ccedil;&otilde;es podem envolver, entre outras, a&ccedil;&otilde;es como incluir, alterar, excluir, consultar, exportar, aprovar, processar ou imprimir dados, representando a intera&ccedil;&atilde;o direta do usu&aacute;rio com a aplica&ccedil;&atilde;o durante o uso do software. N&atilde;o s&atilde;o consideradas opera&ccedil;&otilde;es/a&ccedil;&otilde;es de usu&aacute;rio: m&eacute;todos, rotinas ou fun&ccedil;&otilde;es internas do software, processos autom&aacute;ticos ou agendados (jobs), eventos disparados por gatilhos (triggers) ou regras de neg&oacute;cio internas, execu&ccedil;&atilde;o de scripts, consultas ou c&aacute;lculos em segundo plano.</p>",True,2
169,"[Codificação] Implementação de nova Funcionalidade (frontend e backend) (Item 57)","<p>Por opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio (ex.: incluir, alterar, excluir, pesquisar ou outras opera&ccedil;&otilde;es/a&ccedil;&otilde;es), independentemente de suas camadas/tiers.</p>","<p>1. Nova funcionalidade completa (Interface de Usu&aacute;rio/frontend e backend) implementada;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Desenvolvimento completo de nova funcionalidade (Interface de Usu&aacute;rio/frontend e backend), contendo as a&ccedil;&otilde;es previstas para o atendimento dos requisitos de neg&oacute;cio (por exemplo, a&ccedil;&otilde;es b&aacute;sicas de inclus&atilde;o, exclus&atilde;o, pesquisa e edi&ccedil;&atilde;o de dados / informa&ccedil;&otilde;es - CRUD);<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:<br />(i) Este item contempla o desenvolvimento de componentes de backend (camadas de persist&ecirc;ncia, neg&oacute;cio e controle), suas valida&ccedil;&otilde;es b&aacute;sicas de dados (formato e obrigatoriedade), bem como o desenvolvimento do frontend - interfaces e seus comportamentos.<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.&nbsp;<br />(iii) Opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio: ato ou conjunto de comandos executados por um usu&aacute;rio em uma funcionalidade de um sistema, com o objetivo de realizar uma tarefa ou atingir um resultado espec&iacute;fico, conforme os requisitos funcionais definidos. As opera&ccedil;&otilde;es podem envolver, entre outras, a&ccedil;&otilde;es como incluir, alterar, excluir, consultar, exportar, aprovar, processar ou imprimir dados, representando a intera&ccedil;&atilde;o direta do usu&aacute;rio com a aplica&ccedil;&atilde;o durante o uso do software. N&atilde;o s&atilde;o consideradas opera&ccedil;&otilde;es/a&ccedil;&otilde;es de usu&aacute;rio: m&eacute;todos, rotinas ou fun&ccedil;&otilde;es internas do software, processos autom&aacute;ticos ou agendados (jobs), eventos disparados por gatilhos (triggers) ou regras de neg&oacute;cio internas, execu&ccedil;&atilde;o de scripts, consultas ou c&aacute;lculos em segundo plano.</p>",True,2
60,"[Codificação] Manutenções em Sistemas Existentes (corretivas, evolutivas, adaptativas ou perfectivas) (Item 21h)","<p>Por hora de an&aacute;lise explorat&oacute;ria de problemas em sistemas existentes.</p>","<p>1. Relat&oacute;rio com o diagn&oacute;stico obtido como resultado da an&aacute;lise;<br />2. Encaminhamentos ou medidas necess&aacute;rias para a solu&ccedil;&atilde;o do problema.</p>","<p>1. Identifica&ccedil;&atilde;o de erros em aplica&ccedil;&otilde;es (troubleshooting):&nbsp;<br />2. An&aacute;lise, testes e debug para identificar as causas do problema / defeito.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias para a investiga&ccedil;&atilde;o do problema est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
71,"[Testes] Implementação de Testes Unitários Automatizados (Item 22a)","<p>Por novo teste unit&aacute;rio automatizado para opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio ou sistema (ex.: incluir, alterar, excluir, pesquisar ou outras opera&ccedil;&otilde;es/a&ccedil;&otilde;es).</p>","<p>1. C&oacute;digo-fonte com testes unit&aacute;rios implementados (JUnit ou equivalentes);<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues;<br />4. Evid&ecirc;ncia de execu&ccedil;&atilde;o bem-sucedida no ambiente local e no pipeline CI/CD;<br />5. Relat&oacute;rio de cobertura de c&oacute;digo (se solicitado).</p>","<p>1. Desenvolvimento de testes de unidade para m&eacute;todos e fun&ccedil;&otilde;es cr&iacute;ticas;<br />2. Execu&ccedil;&atilde;o em ambiente local e integra&ccedil;&atilde;o cont&iacute;nua;<br />3. An&aacute;lise e ajustes para ampliar cobertura de c&oacute;digo (se necess&aacute;rio).</p>
<p>Aten&ccedil;&atilde;o:&nbsp;<br />(i) Opera&ccedil;&atilde;o/a&ccedil;&atilde;o de usu&aacute;rio: ato ou conjunto de comandos executados por um usu&aacute;rio em uma funcionalidade de um sistema, com o objetivo de realizar uma tarefa ou atingir um resultado espec&iacute;fico, conforme os requisitos funcionais definidos. As opera&ccedil;&otilde;es podem envolver, entre outras, a&ccedil;&otilde;es como incluir, alterar, excluir, consultar, exportar, aprovar, processar ou imprimir dados, representando a intera&ccedil;&atilde;o direta do usu&aacute;rio com a aplica&ccedil;&atilde;o durante o uso do software. N&atilde;o s&atilde;o consideradas opera&ccedil;&otilde;es/a&ccedil;&otilde;es de usu&aacute;rio: m&eacute;todos, rotinas ou fun&ccedil;&otilde;es internas do software, processos autom&aacute;ticos ou agendados (jobs), eventos disparados por gatilhos (triggers) ou regras de neg&oacute;cio internas, execu&ccedil;&atilde;o de scripts, consultas ou c&aacute;lculos em segundo plano.</p>",True,2
179,"[Testes] Elaboração de Roteiro de Testes (Item 23b)","<p>Por necessidade de altera&ccedil;&otilde;es ou corre&ccedil;&otilde;es parciais em Roteiro de Testes existente.</p>","<p>1. Roteiro contendo cen&aacute;rios de teste, dados de entrada, passos e resultados esperados;<br />2. Documento em formato edit&aacute;vel e/ou registrado na ferramenta de testes institucional;<br />3. Valida&ccedil;&atilde;o do roteiro com PO ou analista de testes.</p>","<p>1. Levantamento dos fluxos de neg&oacute;cio e regras associadas;<br />2. Defini&ccedil;&atilde;o dos cen&aacute;rios principais e alternativos;<br />3. Reda&ccedil;&atilde;o detalhada dos passos e estrutura&ccedil;&atilde;o em ferramenta apropriada</p>",True,2
51,"[Testes] Implementação de Testes Funcionais Automatizados (Item 24a)","<p>Por novo teste funcional automatizado, por funcionalidade.</p>","<p>1. Teste Funcional Automatizado implementado;<br />2. C&oacute;digos fonte dos artefatos implementados; armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Identifica&ccedil;&atilde;o e Sele&ccedil;&atilde;o dos Casos de Teste mais adequados para automa&ccedil;&atilde;o, com base em crit&eacute;rios como repetitividade, criticidade e estabilidade;<br />2. Desenvolvimento dos Scripts de Testes Automatizados, estruturando fun&ccedil;&otilde;es reutiliz&aacute;veis, valida&ccedil;&otilde;es assertivas e boas pr&aacute;ticas de codifica&ccedil;&atilde;o de testes;<br />3. Configura&ccedil;&atilde;o do Ambiente de Execu&ccedil;&atilde;o, incluindo navegadores, drivers, bibliotecas e estrutura de diret&oacute;rios.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades de implementa&ccedil;&atilde;o testes funcionais automatizados &ndash; incluindo reuni&otilde;es de alinhamento com Analistas de Requisitos, Desenvolvedores, Analistas de Testes e demais membros da equipe, voltadas ao esclarecimento de fluxos funcionais, entendimento de regras de neg&oacute;cio, defini&ccedil;&atilde;o de crit&eacute;rios de aceita&ccedil;&atilde;o e valida&ccedil;&atilde;o de ambientes ou dados de teste &ndash; est&atilde;o contempladas nos esfor&ccedil;os estimados para este servi&ccedil;o e n&atilde;o devem ser objeto de faturamento separado.</p>",True,2
73,"[Codificação] Implementação de nova Funcionalidade do tipo Batch (backend e jobs) (Item 15)","<p>Por job (processo automatizado que executa uma s&eacute;rie de tarefas e produz um determinado resultado).</p>","<p>1. Novo Batch completo (backend e jobs) implementado;<br />2. C&oacute;digos fonte dos artefatos implementados armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues;<br />4. Resultado de execu&ccedil;&atilde;o dos jobs (se solicitado).</p>","<p>1. Desenvolvimento completo de novo Batch contendo as a&ccedil;&otilde;es previstas para o atendimento dos requisitos de neg&oacute;cio envolvendo processamentos em lote de dados;<br />2. Testes do pr&oacute;prio desenvolvedor com a finalidade de garantir a qualidade dos artefatos entregues.</p>
<p>Aten&ccedil;&atilde;o:<br />(i) Este item contempla o desenvolvimento de componentes de backend (camadas de acesso a dados, valida&ccedil;&otilde;es, convers&otilde;es e processamentos), bem como o desenvolvimento dos jobs. Pode incluir a execu&ccedil;&atilde;o do job, caso seja parte da demanda.&nbsp;<br />(ii) As reuni&otilde;es necess&aacute;rias para a execu&ccedil;&atilde;o das atividades de desenvolvimento - incluindo reuni&otilde;es de d&uacute;vidas sobre requisitos com Analistas ou d&uacute;vidas t&eacute;cnicas com outros desenvolvedores - est&atilde;o inclusas nos esfor&ccedil;os estimados para esse servi&ccedil;o e n&atilde;o devem ser faturadas separadamente.</p>",True,2
